experiment_sample_index,digit_label,original_mnist_test_index_0based,original_mnist_test_position_1based,digit_position_within_test_1based,mnist_split,mnist_image_shape,idx_image_byte_offset_uncompressed,idx_label_byte_offset_uncompressed,torchvision_lookup,source_run,predicted_class,inference_correct,mnist_images_file,mnist_labels_file,mnist_images_url,mnist_labels_url
251,2,306,307,34,test,28x28,239920,314,MNIST(train=False)[306],run_20260721_134247,3,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
252,7,307,308,36,test,28x28,240704,315,MNIST(train=False)[307],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
253,4,308,309,40,test,28x28,241488,316,MNIST(train=False)[308],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
254,3,309,310,25,test,28x28,242272,317,MNIST(train=False)[309],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
255,3,310,311,26,test,28x28,243056,318,MNIST(train=False)[310],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
256,0,311,312,26,test,28x28,243840,319,MNIST(train=False)[311],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
257,0,312,313,27,test,28x28,244624,320,MNIST(train=False)[312],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
258,3,313,314,27,test,28x28,245408,321,MNIST(train=False)[313],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
259,1,314,315,43,test,28x28,246192,322,MNIST(train=False)[314],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
260,6,316,317,25,test,28x28,247760,324,MNIST(train=False)[316],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
261,5,317,318,30,test,28x28,248544,325,MNIST(train=False)[317],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
262,2,318,319,35,test,28x28,249328,326,MNIST(train=False)[318],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
263,5,319,320,31,test,28x28,250112,327,MNIST(train=False)[319],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
264,2,321,322,36,test,28x28,251680,329,MNIST(train=False)[321],run_20260721_134247,3,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
265,3,323,324,28,test,28x28,253248,331,MNIST(train=False)[323],run_20260721_134247,5,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
266,0,324,325,28,test,28x28,254032,332,MNIST(train=False)[324],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
267,4,325,326,41,test,28x28,254816,333,MNIST(train=False)[325],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
268,2,326,327,37,test,28x28,255600,334,MNIST(train=False)[326],run_20260721_134247,3,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
269,0,327,328,29,test,28x28,256384,335,MNIST(train=False)[327],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
270,7,328,329,37,test,28x28,257168,336,MNIST(train=False)[328],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
271,1,329,330,44,test,28x28,257952,337,MNIST(train=False)[329],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
272,1,330,331,45,test,28x28,258736,338,MNIST(train=False)[330],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
273,2,331,332,38,test,28x28,259520,339,MNIST(train=False)[331],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
274,1,332,333,46,test,28x28,260304,340,MNIST(train=False)[332],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
275,5,333,334,32,test,28x28,261088,341,MNIST(train=False)[333],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
276,3,334,335,29,test,28x28,261872,342,MNIST(train=False)[334],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
277,3,335,336,30,test,28x28,262656,343,MNIST(train=False)[335],run_20260721_134247,1,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
278,7,337,338,38,test,28x28,264224,345,MNIST(train=False)[337],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
279,6,339,340,26,test,28x28,265792,347,MNIST(train=False)[339],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
280,5,340,341,33,test,28x28,266576,348,MNIST(train=False)[340],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
281,6,341,342,27,test,28x28,267360,349,MNIST(train=False)[341],run_20260721_134247,3,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
282,1,342,343,47,test,28x28,268144,350,MNIST(train=False)[342],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
283,3,343,344,31,test,28x28,268928,351,MNIST(train=False)[343],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
284,1,345,346,48,test,28x28,270496,353,MNIST(train=False)[345],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
285,0,346,347,30,test,28x28,271280,354,MNIST(train=False)[346],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
286,5,347,348,34,test,28x28,272064,355,MNIST(train=False)[347],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
287,1,348,349,49,test,28x28,272848,356,MNIST(train=False)[348],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
288,3,349,350,32,test,28x28,273632,357,MNIST(train=False)[349],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
289,1,350,351,50,test,28x28,274416,358,MNIST(train=False)[350],run_20260721_134247,1,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
290,5,351,352,35,test,28x28,275200,359,MNIST(train=False)[351],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
291,5,352,353,36,test,28x28,275984,360,MNIST(train=False)[352],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
292,6,353,354,28,test,28x28,276768,361,MNIST(train=False)[353],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
294,5,356,357,37,test,28x28,279120,364,MNIST(train=False)[356],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
296,7,358,359,39,test,28x28,280688,366,MNIST(train=False)[358],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
297,4,360,361,42,test,28x28,282256,368,MNIST(train=False)[360],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
298,6,361,362,29,test,28x28,283040,369,MNIST(train=False)[361],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
299,2,362,363,39,test,28x28,283824,370,MNIST(train=False)[362],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
300,2,363,364,40,test,28x28,284608,371,MNIST(train=False)[363],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
301,5,364,365,38,test,28x28,285392,372,MNIST(train=False)[364],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
302,0,365,366,31,test,28x28,286176,373,MNIST(train=False)[365],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
303,6,366,367,30,test,28x28,286960,374,MNIST(train=False)[366],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
304,5,367,368,39,test,28x28,287744,375,MNIST(train=False)[367],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
305,6,368,369,31,test,28x28,288528,376,MNIST(train=False)[368],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
306,3,369,370,33,test,28x28,289312,377,MNIST(train=False)[369],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
307,7,370,371,40,test,28x28,290096,378,MNIST(train=False)[370],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
308,2,371,372,41,test,28x28,290880,379,MNIST(train=False)[371],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
309,0,372,373,32,test,28x28,291664,380,MNIST(train=False)[372],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
310,5,375,376,40,test,28x28,294016,383,MNIST(train=False)[375],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
311,4,376,377,43,test,28x28,294800,384,MNIST(train=False)[376],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
314,4,379,380,44,test,28x28,297152,387,MNIST(train=False)[379],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
315,0,380,381,33,test,28x28,297936,388,MNIST(train=False)[380],run_20260721_134247,2,false,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
316,3,381,382,34,test,28x28,298720,389,MNIST(train=False)[381],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
317,3,382,383,35,test,28x28,299504,390,MNIST(train=False)[382],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
318,7,383,384,41,test,28x28,300288,391,MNIST(train=False)[383],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
319,6,384,385,32,test,28x28,301072,392,MNIST(train=False)[384],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
321,6,386,387,33,test,28x28,302640,394,MNIST(train=False)[386],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
322,2,387,388,42,test,28x28,303424,395,MNIST(train=False)[387],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
324,2,390,391,43,test,28x28,305776,398,MNIST(train=False)[390],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
325,6,392,393,34,test,28x28,307344,400,MNIST(train=False)[392],run_20260721_134247,6,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
327,5,395,396,41,test,28x28,309696,403,MNIST(train=False)[395],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
328,2,396,397,44,test,28x28,310480,404,MNIST(train=False)[396],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
329,5,397,398,42,test,28x28,311264,405,MNIST(train=False)[397],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
330,4,398,399,45,test,28x28,312048,406,MNIST(train=False)[398],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
331,4,399,400,46,test,28x28,312832,407,MNIST(train=False)[399],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
332,2,400,401,45,test,28x28,313616,408,MNIST(train=False)[400],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
333,3,402,403,36,test,28x28,315184,410,MNIST(train=False)[402],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
334,2,404,405,46,test,28x28,316752,412,MNIST(train=False)[404],run_20260721_134247,2,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
335,4,405,406,47,test,28x28,317536,413,MNIST(train=False)[405],run_20260721_134247,4,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
336,5,406,407,43,test,28x28,318320,414,MNIST(train=False)[406],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
337,0,407,408,34,test,28x28,319104,415,MNIST(train=False)[407],run_20260721_134247,0,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
338,3,408,409,37,test,28x28,319888,416,MNIST(train=False)[408],run_20260721_134247,3,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
340,7,410,411,42,test,28x28,321456,418,MNIST(train=False)[410],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
341,7,411,412,43,test,28x28,322240,419,MNIST(train=False)[411],run_20260721_134247,7,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
342,5,412,413,44,test,28x28,323024,420,MNIST(train=False)[412],run_20260721_134247,5,true,t10k-images-idx3-ubyte,t10k-labels-idx1-ubyte,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-images-idx3-ubyte.gz,https://storage.googleapis.com/cvdf-datasets/mnist/t10k-labels-idx1-ubyte.gz
